Time (s),HbO_avg,HbR_avg,Stim?
0.78,-1.4801251529404018e-05,3.360751881251395e-05,1
0.8,-1.7956520623476868e-05,3.216032409795238e-05,1
0.8200000000000001,-2.1073407764976115e-05,3.067197311479472e-05,1
0.84,-2.4135568491246304e-05,2.915445916830822e-05,1
0.86,-2.7120382223286548e-05,2.7617653298633496e-05,1
0.88,-3.00126328456405e-05,2.607061556554328e-05,1
0.9,-3.279671052224335e-05,2.4523947301709794e-05,1
0.92,-3.54555766665409e-05,2.298526180545218e-05,1
0.9400000000000001,-3.7974828076516285e-05,2.1465741143908057e-05,1
0.96,-4.034266088143286e-05,1.997473744264541e-05,1
0.98,-4.254633093946363e-05,1.8520755190482447e-05,1
1.0,-4.457270982226046e-05,1.7111231115412526e-05,1
1.02,-4.641280020515478e-05,1.5756087707334427e-05,1
1.04,-4.805479860986194e-05,1.4459211483070048e-05,1
1.06,-4.9492786080067934e-05,1.3231495826978551e-05,1
1.08,-5.0722293712287395e-05,1.207840220495222e-05,1
1.1,-5.173874923154325e-05,1.100489247976314e-05,1
1.12,-5.253607610641716e-05,1.0016799960158357e-05,1
1.1400000000000001,-5.311518821349749e-05,9.120276768089737e-06,1
1.16,-5.3475402335242215e-05,8.31904362037928e-06,1
1.18,-5.3615460069529044e-05,7.615588308267473e-06,1
1.2,-5.354100510954309e-05,7.014681816406635e-06,1
1.22,-5.325690689686554e-05,6.5178487460309685e-06,1
1.24,-5.276488655228268e-05,6.127819602657638e-06,1
1.26,-5.207395586122187e-05,5.846540817534241e-06,1
1.28,-5.119125074011946e-05,5.672778317685457e-06,1
1.3,-5.012404739402054e-05,5.607154794278336e-06,1
1.32,-4.8882270223573685e-05,5.648102654868395e-06,1
1.34,-4.7477749726388264e-05,5.7995209313521894e-06,1
1.36,-4.5920877662342393e-05,6.0557685822504374e-06,1
1.3800000000000001,-4.422467340116309e-05,6.416302904232134e-06,1
1.4000000000000001,-4.240276710597232e-05,6.879306342036238e-06,1
1.42,-4.0467262230709516e-05,7.437539613538928e-06,1
1.44,-3.843550811403487e-05,8.087484015997426e-06,1
1.46,-3.632053623263679e-05,8.826623466747305e-06,1
1.48,-3.413777646703214e-05,9.648333900326387e-06,1
1.5,-3.189962468422395e-05,1.0547597630963915e-05,1
1.52,-2.962441236090388e-05,1.1521275379073847e-05,1
1.54,-2.7325112982011557e-05,1.2561796124806898e-05,1
1.56,-2.5017147233335998e-05,1.3663152776209592e-05,1
1.58,-2.271825386672811e-05,1.4819546688544174e-05,1
1.6,-2.0439929032583697e-05,1.6024298458101286e-05,1
1.62,-1.8195788647649828e-05,1.7272474159821575e-05,1
1.6400000000000001,-1.600329451848992e-05,1.8557715719428634e-05,1
1.6600000000000001,-1.3872072317087477e-05,1.9873341974687803e-05,1
1.68,-1.181347397652873e-05,2.1212731657127435e-05,1
1.7,-9.841358855079966e-06,2.256778087618869e-05,1
1.72,-7.967836856137752e-06,2.3933046746287575e-05,1
1.74,-6.1990800746736165e-06,2.5301880991474536e-05,1
1.76,-4.545467795353003e-06,2.666849053937069e-05,1
1.78,-3.0153822603695007e-06,2.8027402577028023e-05,1
1.8,-1.6142077427416579e-06,2.9370120500744418e-05,1
1.82,-3.499052082820561e-07,3.069118260767726e-05,1
1.84,7.723889865358789e-07,3.198567835108563e-05,1
1.86,1.7499264379100565e-06,3.324798431494106e-05,1
1.8800000000000001,2.579156213722991e-06,3.4474621949461146e-05,1
1.9000000000000001,3.2598553683503928e-06,3.566111773482112e-05,1
1.92,3.789427274729602e-06,3.680213295479911e-05,1
1.94,4.166733949244026e-06,3.7895042839966406e-05,1
1.96,4.398627817429284e-06,3.893496884730038e-05,1
1.98,4.4829477425342885e-06,3.9918016269050194e-05,1
2.0,4.423495514814471e-06,4.0841949775466016e-05,1
2.02,4.226160801669021e-06,4.1704092220934996e-05,1
2.04,3.890799828276335e-06,4.2499239080923124e-05,1
2.06,3.423808371481513e-06,4.3228076033193894e-05,1
2.08,2.834560421114016e-06,4.388761243919136e-05,1
2.1,2.126340048841285e-06,4.447624473371132e-05,1
2.12,1.3097579533280347e-06,4.499506067490322e-05,1
2.14,3.912594519859611e-07,4.544137739871158e-05,1
2.16,-6.219220663955196e-07,4.581253078786059e-05,1
2.18,-1.7199595181242313e-06,4.611082444305476e-05,1
2.2,-2.8939568964233734e-06,4.633698583880304e-05,1
2.22,-4.136524496543327e-06,4.648974260980802e-05,1
2.24,-5.440260185631831e-06,4.657192721940185e-05,1
2.2600000000000002,-6.7926497677571015e-06,4.6581608927953464e-05,1
2.2800000000000002,-8.185071901780527e-06,4.652078516050448e-05,1
2.3000000000000003,-9.610228078046593e-06,4.6391854659207457e-05,1
2.32,-1.1057808430818131e-05,4.619616341183072e-05,1
2.34,-1.2519932563247524e-05,4.593265387729839e-05,1
2.36,-1.3987798213369873e-05,4.560618506039775e-05,1
2.38,-1.545433675109461e-05,4.521854253708228e-05,1
2.4,-1.6912316230862402e-05,4.476986392248028e-05,1
2.42,-1.8352217966842014e-05,4.426472107521069e-05,1
2.44,-1.9770418220358554e-05,4.3703921544331864e-05,1
2.46,-2.1157837111157425e-05,4.308884499764361e-05,1
2.48,-2.2510324294093186e-05,4.242418205959476e-05,1
2.5,-2.3821161500921612e-05,4.171233398680144e-05,1
2.52,-2.508729120651457e-05,4.0956547214572624e-05,1
2.54,-2.6303084541439247e-05,4.015800505179551e-05,1
2.56,-2.746406317186652e-05,3.931948003523677e-05,1
2.58,-2.8570819837307376e-05,3.8442334011965813e-05,1
2.6,-2.9615506861377468e-05,3.753463238532799e-05,1
2.62,-3.0600348852259104e-05,3.6593945177691356e-05,1
2.64,-3.152310538363769e-05,3.562312729109388e-05,1
2.66,-3.2382873651848554e-05,3.462700893031286e-05,1
2.68,-3.317899077694348e-05,3.360854120128894e-05,1
2.7,-3.3911421989222084e-05,3.257040479246949e-05,1
2.72,-3.4579690716093664e-05,3.151434675283532e-05,1
2.74,-3.518819715836319e-05,3.0444810907659863e-05,1
2.7600000000000002,-3.573570876954899e-05,2.93629248878514e-05,1
2.7800000000000002,-3.622543109375264e-05,2.8271543249401607e-05,1
2.8000000000000003,-3.6660514503090365e-05,2.7174720436682053e-05,1
2.82,-3.704247284211393e-05,2.6076645345715234e-05,1
2.84,-3.737315880788413e-05,2.4978417535038137e-05,1
2.86,-3.7656676467816516e-05,2.3883430606719635e-05,1
2.88,-3.789522943923602e-05,2.279513557663085e-05,1
2.9,-3.809170567911941e-05,2.1713720678196685e-05,1
2.92,-3.8248515035832386e-05,2.064320597927112e-05,1
2.94,-3.8372761674890787e-05,1.958503109045684e-05,1
2.96,-3.846589890719082e-05,1.854337159462399e-05,1
2.98,-3.853211919707466e-05,1.751934916564794e-05,1
3.0,-3.857541940337758e-05,1.651717741720492e-05,1
3.02,-3.8600754479515935e-05,1.5538208283189164e-05,1
3.04,-3.860890728578767e-05,1.4582324110603492e-05,1
3.06,-3.8606652036161733e-05,1.365211822355336e-05,1
3.08,-3.8596077406274134e-05,1.2749779453729238e-05,1
3.1,-3.857945809365609e-05,1.1878550911534955e-05,1
3.12,-3.856070662426134e-05,1.103845170556483e-05,1
3.14,-3.8541917467333e-05,1.022898038381492e-05,1
3.16,-3.8525350032374696e-05,9.453106576868132e-06,1
3.18,-3.852060674751309e-05,8.70977215587975e-06,1
3.2,-3.852334753446103e-05,7.998323389305027e-06,1
3.22,-3.853747449193412e-05,7.32089092763509e-06,1
3.24,-3.856490800954767e-05,6.678656821586147e-06,1
3.2600000000000002,-3.860700878348541e-05,6.0725532871400744e-06,1
3.2800000000000002,-3.8665536376691045e-05,5.500898493196732e-06,1
3.3000000000000003,-3.87424315144469e-05,4.967271185983813e-06,1
3.3200000000000003,-3.8841138193563895e-05,4.4666510305135234e-06,1
3.34,-3.8960147769238834e-05,4.0001317443649314e-06,1
3.36,-3.909890293381464e-05,3.566283358438072e-06,1
3.38,-3.926166485121674e-05,3.1652190661403916e-06,1
3.4,-3.944646781573024e-05,2.795195040681037e-06,1
3.42,-3.965482357100257e-05,2.453715090271575e-06,1
3.44,-3.98892068687318e-05,2.1401126001266746e-06,1
3.46,-4.014795365812621e-05,1.8514297639397401e-06,1
3.48,-4.04308607435127e-05,1.5865803354927704e-06,1
3.5,-4.073655416043221e-05,1.3426205127058897e-06,1
3.52,-4.1066216506594014e-05,1.1184767764656233e-06,1
3.54,-4.141853872152754e-05,9.093089252172563e-07,1
3.56,-4.179542674350935e-05,7.11042897251649e-07,1
3.58,-4.2195798920066365e-05,5.20546896851558e-07,1
3.6,-4.261728228151333e-05,3.405888438193943e-07,1
3.62,-4.306129769364054e-05,1.6383297222925602e-07,1
3.64,-4.352501441384243e-05,-1.409162523891412e-08,1
3.66,-4.4010101811263806e-05,-1.9766510584154817e-07,1
3.68,-4.451367180937956e-05,-3.901142614967567e-07,1
3.7,-4.503656755702712e-05,-5.947122789569815e-07,1
3.72,-4.558100061476511e-05,-8.164051461656434e-07,1
3.74,-4.614115577938113e-05,-1.0573134235571987e-06,1
3.7600000000000002,-4.671697737932258e-05,-1.322750280895299e-06,1
3.7800000000000002,-4.730919184070429e-05,-1.613894140934663e-06,1
3.8000000000000003,-4.7916266950947384e-05,-1.9388850632263593e-06,1
3.8200000000000003,-4.8539056718864655e-05,-2.299358304016607e-06,1
3.84,-4.917781372172547e-05,-2.6992155251946243e-06,1
3.86,-4.983031737001969e-05,-3.1425120320712003e-06,1
3.88,-5.049521137980179e-05,-3.6305163612662934e-06,1
3.9,-5.117366275609386e-05,-4.167169184156735e-06,1
3.92,-5.186238453992868e-05,-4.754873698227141e-06,1
3.94,-5.256352128164683e-05,-5.395140857546193e-06,1
3.96,-5.327573787341695e-05,-6.091867443283544e-06,1
3.98,-5.3995859685344634e-05,-6.844606690792071e-06,1
4.0,-5.472335929767212e-05,-7.654038383114834e-06,1
4.0200000000000005,-5.545897709656305e-05,-8.522010657380019e-06,1
4.04,-5.620170624689323e-05,-9.44933648079729e-06,1
4.0600000000000005,-5.694702266684409e-05,-1.043266302624839e-05,1
4.08,-5.769706913029329e-05,-1.1474666182512772e-05,1
4.1,-5.8448645165069555e-05,-1.2571390878929554e-05,1
4.12,-5.919903642831972e-05,-1.3720445165648245e-05,1
4.14,-5.994896537738882e-05,-1.4921835925796927e-05,1
4.16,-6.0696694387627926e-05,-1.6171959863984463e-05,1
4.18,-6.144124492029822e-05,-1.746599304768819e-05,1
4.2,-6.217672597992239e-05,-1.8800572157507207e-05,1
4.22,-6.29026446507843e-05,-2.0170767372864245e-05,1
4.24,-6.36178711522446e-05,-2.157097495294021e-05,1
4.26,-6.431997973037263e-05,-2.2996563936717217e-05,1
4.28,-6.500494449558254e-05,-2.4438946251138655e-05,1
4.3,-6.567067293073776e-05,-2.5892146849454982e-05,1
4.32,-6.631421936949799e-05,-2.735068590859481e-05,1
4.34,-6.693522689625886e-05,-2.880452262574176e-05,1
4.36,-6.753092272262228e-05,-3.0245652962581566e-05,1
4.38,-6.809845627908824e-05,-3.16687076879607e-05,1
4.4,-6.863385669676349e-05,-3.306121540216755e-05,1
4.42,-6.913509760841391e-05,-3.441674343358462e-05,1
4.44,-6.96004922472788e-05,-3.5725604579412786e-05,1
4.46,-7.002779631008128e-05,-3.697858303419699e-05,1
4.48,-7.041393981052341e-05,-3.816506481736779e-05,1
4.5,-7.075893563626348e-05,-3.928016776523358e-05,1
4.5200000000000005,-7.105975300718281e-05,-4.0312712064764645e-05,1
4.54,-7.13135543935544e-05,-4.125377185789372e-05,1
4.5600000000000005,-7.15234467892123e-05,-4.209683737771995e-05,1
4.58,-7.168330238298084e-05,-4.283150216893899e-05,1
4.6000000000000005,-7.179869211850481e-05,-4.345211749863097e-05,1
4.62,-7.186616552879037e-05,-4.39516009923435e-05,1
4.64,-7.188585758413236e-05,-4.432374646831766e-05,1
4.66,-7.18578217533587e-05,-4.4561207081535576e-05,1
4.68,-7.178250639476884e-05,-4.46614508162497e-05,1
4.7,-7.166207894943074e-05,-4.462065191195558e-05,1
4.72,-7.149914774942382e-05,-4.443328567247403e-05,1
4.74,-7.129444816353917e-05,-4.410086589205987e-05,1
4.76,-7.105440951649176e-05,-4.3622301773241904e-05,1
4.78,-7.077943271484155e-05,-4.299685059488646e-05,1
4.8,-7.04702171690312e-05,-4.2226715899007574e-05,1
4.82,-7.013578148795638e-05,-4.13134925312342e-05,1
4.84,-6.977933797588481e-05,-4.0261482311413545e-05,1
4.86,-6.940312283041918e-05,-3.9074569280158264e-05,1
4.88,-6.901490689049875e-05,-3.7760174017018654e-05,1
4.9,-6.861887346331643e-05,-3.632254983686111e-05,1
4.92,-6.822100116953598e-05,-3.4774628964743924e-05,1
4.94,-6.78266195638087e-05,-3.312517477919292e-05,1
4.96,-6.744574488752559e-05,-3.138623422589789e-05,1
4.98,-6.707810736574128e-05,-2.956877307303068e-05,1
5.0,-6.673371109388186e-05,-2.768801939204063e-05,1
5.0200000000000005,-6.642244108625575e-05,-2.5758462521648036e-05,1
5.04,-6.6148232320084e-05,-2.3794758651484126e-05,1
5.0600000000000005,-6.591656722774321e-05,-2.1814437398587237e-05,1
5.08,-6.573647745901454e-05,-1.9835587322275817e-05,1
5.1000000000000005,-6.561680092911036e-05,-1.787625938975131e-05,1
5.12,-6.556245870309121e-05,-1.5953729744436504e-05,1
5.14,-6.55812372863254e-05,-1.4089955244136904e-05,1
5.16,-6.567737820094197e-05,-1.2303965151193731e-05,1
5.18,-6.586044791031833e-05,-1.0617734751456814e-05,1
5.2,-6.613152872657471e-05,-9.051342196666784e-06,1
5.22,-6.649883122807087e-05,-7.624516197866729e-06,1
5.24,-6.696693371383957e-05,-6.357692122322364e-06,1
5.26,-6.754101990916299e-05,-5.274806188313617e-06,1
5.28,-6.82226787594785e-05,-4.392919767901574e-06,1
5.3,-6.901748224473332e-05,-3.734575076664115e-06,1
5.32,-6.99271682579316e-05,-3.317941695351268e-06,1
5.34,-7.095591283538242e-05,-3.1610614033180236e-06,1
5.36,-7.210160137826628e-05,-3.281556522413218e-06,1
5.38,-7.336680082102787e-05,-3.6949332548097844e-06,1
5.4,-7.474916210465537e-05,-4.416771956971605e-06,1
5.42,-7.62499259487891e-05,-5.461531084096838e-06,1
5.44,-7.786534852151349e-05,-6.841083205656916e-06,1
5.46,-7.959142242487847e-05,-8.565982899446212e-06,1
5.48,-8.142620839703375e-05,-1.0647555513312594e-05,1
5.5,-8.336643324086324e-05,-1.3091184419234741e-05,1
5.5200000000000005,-8.540260976502305e-05,-1.590144175719538e-05,1
5.54,-8.753014062064853e-05,-1.908223801550606e-05,1
5.5600000000000005,-8.97418678467621e-05,-2.263327544257047e-05,1
5.58,-9.202928865384374e-05,-2.6553618291752095e-05,1
5.6000000000000005,-9.438282109169e-05,-3.0840348592833076e-05,1
5.62,-9.679444156040519e-05,-3.5485050299150224e-05,1
5.64,-9.924842715168042e-05,-4.047920557477665e-05,1
5.66,-0.00010173807756151883,-4.5813109574313385e-05,1
5.68,-0.00010424868334435146,-5.147327731092425e-05,1
5.7,-0.00010677030792608428,-5.744327480571289e-05,1
5.72,-0.00010928798751419033,-6.370838248123949e-05,1
5.74,-0.0001117888240674529,-7.024502113997416e-05,1
5.76,-0.00011425938507026207,-7.703100257845675e-05,1
5.78,-0.00011668586205449715,-8.404185507889128e-05,1
5.8,-0.00011905252134512305,-9.12532345411766e-05,1
5.82,-0.00012134407565020314,-9.863281294424255e-05,1
5.84,-0.0001235457666051191,-0.00010615249828216898,1
5.86,-0.00012564348524100996,-0.00011378089341601006,1
5.88,-0.0001276238970212261,-0.00012148290501543972,1
5.9,-0.00012947276269085155,-0.00012922369222498077,1
5.92,-0.00013117386508982925,-0.0001369670529025575,1
5.94,-0.00013271408475703703,-0.0001446760317626258,1
5.96,-0.00013408358008077889,-0.00015231410690467545,1
5.98,-0.0001352656296816598,-0.0001598435630306751,1
6.0,-0.00013625082046737707,-0.00016722527273039408,1
6.0200000000000005,-0.00013702959911275926,-0.0001744195332474529,1
6.04,-0.000137590358325621,-0.00018139009240825284,1
6.0600000000000005,-0.00013792227997242676,-0.00018809727511887194,1
6.08,-0.00013801842278453674,-0.00019450339588909167,1
6.1000000000000005,-0.00013787282625996635,-0.00020057101741422553,1
6.12,-0.00013747747253531198,-0.000206266440999862,1
6.140000000000001,-0.00013682671713442264,-0.00021155485139123182,1
6.16,-0.00013591912794861093,-0.00021640416674878032,1
6.18,-0.00013475181171042333,-0.00022078248991696663,1
6.2,-0.00013332154404643357,-0.00022465857689137766,1
6.22,-0.00013162795784293406,-0.00022800803251175165,1
6.24,-0.0001296758711351585,-0.00023080435863547715,1
6.26,-0.00012746561322703905,-0.0002330253183368222,1
6.28,-0.00012500029352486034,-0.00023465164815603034,1
6.3,-0.00012228460023096948,-0.0002356652715828666,1
6.32,-0.0001193284920357247,-0.0002360533960093583,1
6.34,-0.0001161364760262211,-0.00023580312752190615,1
6.36,-0.00011271819203431354,-0.0002349072755860529,1
6.38,-0.00010908337056704298,-0.00023336258585517937,1
6.4,-0.00010524354705925384,-0.00023116639202559977,1
6.42,-0.00010120874988673906,-0.000228321744465017,1
6.44,-9.699404952289551e-05,-0.00022483357533499722,1
6.46,-9.261192172384587e-05,-0.00022070993587993776,1
6.48,-8.807633691463806e-05,-0.00021596390642207537,1
6.5,-8.340161130367333e-05,-0.00021060843896978515,1
6.5200000000000005,-7.860521530181526e-05,-0.0002046626241601005,1
6.54,-7.370291812363716e-05,-0.00019814931901377314,1
6.5600000000000005,-6.871131833585655e-05,-0.00019109143460494635,1
6.58,-6.364684944068592e-05,-0.00018351766739039166,1
6.6000000000000005,-5.852789524773042e-05,-0.00017545620904785067,1
6.62,-5.33710899827091e-05,-0.00016694150374763504,1
6.640000000000001,-4.819294441405343e-05,-0.0001580065926564175,1
6.66,-4.300926894646314e-05,-0.00014868764287420146,1
6.68,-3.784083177987843e-05,-0.00013902602206274686,1
6.7,-3.2701331587199813e-05,-0.0001290623987181799,1
6.72,-2.7610525565663203e-05,-0.00011883663972477624,1
6.74,-2.2580829804359554e-05,-0.00010839469803932742,1
6.76,-1.7627842478542938e-05,-9.77779805194234e-05,1
6.78,-1.2764842186624103e-05,-8.703451517763098e-05,1
6.8,-8.009985513581748e-06,-7.620994609635175e-05,1
6.82,-3.3728479513573396e-06,-6.534871080769407e-05,1
6.84,1.1351218908548078e-06,-5.449815198431411e-05,1
6.86,5.499711607727159e-06,-4.370125647127993e-05,1
6.88,9.712390800291902e-06,-3.300233549120819e-05,1
6.9,1.3764952335115372e-05,-2.2448076170050498e-05,1
6.92,1.764730833912284e-05,-1.2081175234102594e-05,1
6.94,2.1355503166696237e-05,-1.9395623434096e-06,1
6.96,2.4881126588558952e-05,7.93075574455148e-06,1
6.98,2.8219307388034716e-05,1.7494499324101288e-05,1
7.0,3.13644477463354e-05,2.6715806868983114e-05,1
7.0200000000000005,3.431851186948643e-05,3.5560870352736305e-05,1
7.04,3.707763335892213e-05,4.3997988240822446e-05,1
7.0600000000000005,3.9642891499523384e-05,5.199987539039022e-05,1
7.08,4.20123605510116e-05,5.953770466074357e-05,1
7.1000000000000005,4.419183751557929e-05,6.65880959523684e-05,1
7.12,4.6183327799063706e-05,7.313099666784726e-05,1
7.140000000000001,4.7989388603092296e-05,7.914875154054794e-05,1
7.16,4.961636882369955e-05,8.462884947479853e-05,1
7.18,5.107225934137741e-05,8.956020776758867e-05,1
7.2,5.236053279991096e-05,9.393372403099892e-05,1
7.22,5.348843401063365e-05,9.774403277998748e-05,1
7.24,5.446281512249933e-05,0.00010099108080970707,1
7.26,5.529056234301565e-05,0.00010367397077185652,1
7.28,5.598385235684453e-05,0.00010579751715523368,1
7.3,5.6550623763832285e-05,0.00010737124411881159,1
7.32,5.6999585350706044e-05,0.00010840432945537975,1
7.34,5.73406209356881e-05,0.00010891032871480487,1
7.36,5.7582716370070643e-05,0.00010890770444169263,1
7.38,5.773907291873867e-05,0.00010841297088444974,1
7.4,5.7817961302199835e-05,0.0001074499348150048,1
7.42,5.7828494541269395e-05,0.00010604084288331719,1
7.44,5.778125832911783e-05,0.00010421047457952128,1
7.46,5.7683822178616526e-05,0.00010198565081944087,1
7.48,5.7546809492448056e-05,9.93963900671166e-05,1
7.5,5.738024936383328e-05,9.647378696231757e-05,1
7.5200000000000005,5.7189815599130615e-05,9.324731144238455e-05,1
7.54,5.6984479170512034e-05,8.975216474887157e-05,1
7.5600000000000005,5.677567686210613e-05,8.602116507947465e-05,1
7.58,5.6564218774443707e-05,8.20868583154818e-05,1
7.6000000000000005,5.6359865052754736e-05,7.798621882950892e-05,1
7.62,5.6166229793659724e-05,7.375282475335216e-05,1
7.640000000000001,5.5987855743602225e-05,6.941886590885756e-05,1
7.66,5.5829204929864524e-05,6.50197991527947e-05,1
7.68,5.569552122837963e-05,6.0588925233057944e-05,1
7.7,5.5586488823052903e-05,5.6155451091775106e-05,1
7.72,5.5505892552687885e-05,5.1753072501586756e-05,1
7.74,5.545503553805877e-05,4.741063035981753e-05,1
7.76,5.543130434685496e-05,4.315442030158956e-05,1
7.78,5.543780740030687e-05,3.901535547195179e-05,1
7.8,5.5469193502734446e-05,3.501628493154927e-05,1
7.82,5.5526806949548127e-05,3.118004714997968e-05,1
7.84,5.560744540472706e-05,2.752747992942185e-05,1
7.86,5.5707744016432814e-05,2.4079155523297922e-05,1
7.88,5.5827895757344214e-05,2.0854200592512124e-05,1
7.9,5.596216521295477e-05,1.7865024827990205e-05,1
7.92,5.610591589430471e-05,1.5125743516011927e-05,1
7.94,5.625668622676695e-05,1.264709469627148e-05,1
7.96,5.6410151990646716e-05,1.0435437434540282e-05,1
7.98,5.656140429776251e-05,8.498568677233825e-06,1
8.0,5.6704965266301186e-05,6.8433068015988106e-06,1
8.02,5.683848047560021e-05,5.466795003175448e-06,1
8.040000000000001,5.695566545371736e-05,4.370636967033477e-06,1
8.06,5.705352961127313e-05,3.5513653810836658e-06,1
8.08,5.712902304923803e-05,3.0034904913738435e-06,1
8.1,5.717645771772705e-05,2.7205668319542422e-06,1
8.120000000000001,5.7190954511501956e-05,2.6956860337348866e-06,1
8.14,5.7169233915664414e-05,2.916020033329139e-06,1
8.16,5.71094173748273e-05,3.372336885593143e-06,1
8.18,5.7006681048432353e-05,4.050117497358838e-06,1
8.2,5.685999647466663e-05,4.935088044271217e-06,1
8.22,5.66649957953593e-05,6.012663990315194e-06,1
8.24,5.642279012680883e-05,7.265661844703648e-06,1
8.26,5.613131429100048e-05,8.675430705764254e-06,1
8.28,5.5787933813537035e-05,1.0222230161531938e-05,1
8.3,5.5394772294967586e-05,1.1891002394151011e-05,1
8.32,5.495255488398527e-05,1.3662272721525808e-05,1
8.34,5.446343711986336e-05,1.5517356629721465e-05,1
8.36,5.392596197019093e-05,1.7436362664346772e-05,1
8.38,5.334610977572002e-05,1.9401418465357126e-05,1
8.4,5.2725638296879064e-05,2.1394866170266004e-05,1
8.42,5.2067727098634835e-05,2.3398181262875778e-05,1
8.44,5.1376038096068384e-05,2.5395434540700575e-05,1
8.46,5.0655178886484376e-05,2.7368046344262263e-05,1
8.48,4.990966574230248e-05,2.9301491251037512e-05,1
8.5,4.914456876067614e-05,3.118160750424153e-05,1
8.52,4.836562235874012e-05,3.299267265467004e-05,1
8.540000000000001,4.757582184194846e-05,3.472479908949588e-05,1
8.56,4.6782805601595165e-05,3.6365649996339354e-05,1
8.58,4.598933172911175e-05,3.7902657643632914e-05,1
8.6,4.520402282417241e-05,3.9327860449423726e-05,1
8.620000000000001,4.443285694872229e-05,4.063474112563607e-05,1
8.64,4.3680220115902876e-05,4.181570236291252e-05,1
8.66,4.295277679300448e-05,4.286658274229932e-05,1
8.68,4.225550198270656e-05,4.378269935470054e-05,1
8.700000000000001,4.1593746524240096e-05,4.4561710984826706e-05,1
8.72,4.0973077621936116e-05,4.520037705488696e-05,1
8.74,4.039753344459896e-05,4.570033489800981e-05,1
8.76,3.9871638156045265e-05,4.606382063370466e-05,1
8.78,3.940089744781726e-05,4.6291407416995744e-05,1
8.8,3.898802089795772e-05,4.63861338375528e-05,1
8.82,3.8638134174066956e-05,4.635460425444909e-05,1
8.84,3.8353899049050115e-05,4.620145556307799e-05,1
8.86,3.813793205598916e-05,4.593239286531372e-05,1
8.88,3.7990752923522134e-05,4.5554448022728784e-05,1
8.9,3.7914978701255154e-05,4.5074213055644066e-05,1
8.92,3.79094247868084e-05,4.450021514017462e-05,1
8.94,3.7977522838843996e-05,4.384322448845409e-05,1
8.96,3.8114182965746254e-05,4.3108607084230876e-05,1
8.98,3.8325016104703884e-05,4.230671259730621e-05,1
9.0,3.860374449561164e-05,4.14466432674157e-05,1
9.02,3.8948693586910365e-05,4.0537104553176496e-05,1
9.040000000000001,3.9360540132337365e-05,3.958875383159927e-05,1
9.06,3.983339853371201e-05,3.860971931797038e-05,1
9.08,4.0361087668198725e-05,3.760825572610907e-05,1
9.1,4.0943805710480834e-05,3.659287821360358e-05,1
9.120000000000001,4.157542859393358e-05,3.557221762046371e-05,1
9.14,4.225125420761279e-05,3.4555863550396525e-05,1
9.16,4.296824534480415e-05,3.355037135589408e-05,1
9.18,4.371761240615525e-05,3.256099492550778e-05,1
9.200000000000001,4.449573834058692e-05,3.159459067463127e-05,1
9.22,4.5296553003522106e-05,3.065672968675785e-05,1
9.24,4.611603806381116e-05,2.9751829310699825e-05,1
