Time (s),HbO_avg,HbR_avg
94.94,3.053191169445923e-05,-1.7384801929983317e-05
94.96000000000001,3.0442121998898587e-05,-1.8199299934686587e-05
94.98,3.0266606886286984e-05,-1.897383388798215e-05
95.0,2.9992249502278132e-05,-1.970582615160174e-05
95.02,2.961764180732871e-05,-2.038799484504893e-05
95.04,2.9127481657768284e-05,-2.1020931257936015e-05
95.06,2.8489757439522545e-05,-2.1600190788416156e-05
95.08,2.770926785806269e-05,-2.2123213330489197e-05
95.10000000000001,2.679231321022991e-05,-2.258726784897602e-05
95.12,2.5710305103450882e-05,-2.2991800621707132e-05
95.14,2.4446229607926005e-05,-2.3335282401225135e-05
95.16,2.301774918290228e-05,-2.3614498328092713e-05
95.18,2.1388936504710914e-05,-2.383247176218864e-05
95.2,1.956839026158224e-05,-2.3986950703037572e-05
95.22,1.7557382150702357e-05,-2.4078811052583244e-05
95.24,1.534929457542961e-05,-2.4108007444220584e-05
95.26,1.294028661582263e-05,-2.4076983134314967e-05
95.28,1.0321038546016424e-05,-2.3986360351140156e-05
95.3,7.5165113242282575e-06,-2.383664204598831e-05
95.32000000000001,4.510446355014973e-06,-2.3630847561019445e-05
95.34,1.2894866682294665e-06,-2.337244166863116e-05
95.36,-2.124124041620227e-06,-2.306206654022656e-05
95.38,-5.710207298823169e-06,-2.27044275171066e-05
95.4,-9.484437178829666e-06,-2.230594632749501e-05
95.42,-1.342591748391828e-05,-2.1869810260840323e-05
95.44,-1.753322226290425e-05,-2.1398156649673563e-05
95.46000000000001,-2.1773698593489893e-05,-2.0895320349305716e-05
95.48,-2.6136693557826383e-05,-2.036722074911198e-05
95.5,-3.060652944047474e-05,-1.9818596305220268e-05
95.52,-3.5180373487462845e-05,-1.9251324931675844e-05
95.54,-3.983243010206348e-05,-1.867344778043007e-05
95.56,-4.453356219597188e-05,-1.8091561447416123e-05
95.58,-4.9269972338346577e-05,-1.750664803841833e-05
95.60000000000001,-5.403673858889095e-05,-1.6926344221172515e-05
95.62,-5.879242189016959e-05,-1.6356237882487624e-05
95.64,-6.352306403167258e-05,-1.5802422846520773e-05
95.66,-6.820333251508431e-05,-1.5266153270212724e-05
95.68,-7.279670002781063e-05,-1.475414437530149e-05
95.7,-7.728344379641441e-05,-1.4271054416745359e-05
95.72,-8.164843466827777e-05,-1.3820853677705426e-05
95.74000000000001,-8.58663625294679e-05,-1.340665208878849e-05
95.76,-8.990896517421635e-05,-1.3034421346596198e-05
95.78,-9.375798647238113e-05,-1.2704844683049718e-05
95.8,-9.739493028752294e-05,-1.2422868417355044e-05
95.82000000000001,-0.00010078856211847033,-1.2189046151836926e-05
95.84,-0.00010392017178068752,-1.2006219046731413e-05
95.86,-0.00010678141179649272,-1.1876490602821219e-05
95.88,-0.00010933788918834273,-1.180507008843777e-05
95.9,-0.00011157730149322824,-1.1788338432657263e-05
95.92,-0.00011348404086796948,-1.1827619803950585e-05
95.94,-0.00011505218776063561,-1.1925361202068903e-05
95.96000000000001,-0.00011624618726183725,-1.2081172202898312e-05
95.98,-0.00011708079082665748,-1.2292606929676984e-05
96.0,-0.00011753304708773564,-1.2557063747907488e-05
96.02,-0.00011758548819439774,-1.2877698436495199e-05
96.04,-0.00011724078373523582,-1.325029607224507e-05
96.06,-0.0001165117889423439,-1.367329913196609e-05
96.08,-0.00011535567789805197,-1.4143082651949966e-05
96.10000000000001,-0.00011380103776874004,-1.465833946763564e-05
96.12,-0.00011187063649563572,-1.5217609372968276e-05
96.14,-0.00010952327241669763,-1.5815351676900387e-05
96.16,-0.00010678092034374211,-1.6447991227694245e-05
96.18,-0.00010368404632259887,-1.7111101572998462e-05
96.2,-0.00010021655098725596,-1.7800215295551836e-05
96.22,-9.63953411846939e-05,-1.8511134722372587e-05
96.24000000000001,-9.224146812320997e-05,-1.924143958588887e-05
96.26,-8.775061266369356e-05,-1.9983231928023168e-05
96.28,-8.296704936561425e-05,-2.073403833433434e-05
96.3,-7.78953771478719e-05,-2.1489138486408244e-05
96.32000000000001,-7.256158351776475e-05,-2.2241736328692913e-05
96.34,-6.698961271513238e-05,-2.298825848715617e-05
96.36,-6.121577949603569e-05,-2.372336158045224e-05
96.38,-5.526370938315484e-05,-2.4441152230352803e-05
96.4,-4.9163041639462376e-05,-2.5138790780857024e-05
96.42,-4.292969169136863e-05,-2.5811339741242613e-05
96.44,-3.660101950290879e-05,-2.6454112249657138e-05
96.46000000000001,-3.0205897439351118e-05,-2.706298424814778e-05
96.48,-2.37747675373577e-05,-2.763539051003518e-05
96.5,-1.7344863025052137e-05,-2.8168446634987335e-05
96.52,-1.0946102707566102e-05,-2.8657887895171764e-05
96.54,-4.624344061717951e-06,-2.9102005873531872e-05
96.56,1.6247055836525249e-06,-2.9497186700810793e-05
96.58,7.751145170245814e-06,-2.9843709629130433e-05
96.60000000000001,1.374333825061952e-05,-3.0135294115693228e-05
96.62,1.9561581525878597e-05,-3.0374550878013823e-05
96.64,2.515871943252193e-05,-3.055920800905322e-05
96.66,3.053730556139601e-05,-3.068970930030379e-05
96.68,3.5669921404086655e-05,-3.076520698291061e-05
96.7,4.052552828256489e-05,-3.078700359682736e-05
96.72,4.509553740237778e-05,-3.0754282293672864e-05
96.74000000000001,4.9351703835700384e-05,-3.0668826453598196e-05
96.76,5.3276581700266565e-05,-3.053335332639924e-05
96.78,5.6866217566850434e-05,-3.034842359708183e-05
96.8,6.008489847030124e-05,-3.0114932898078598e-05
96.82000000000001,6.292537236800745e-05,-2.9837089257308473e-05
96.84,6.538942087592825e-05,-2.9516229192832888e-05
96.86,6.74606156359919e-05,-2.9153367743093782e-05
96.88,6.915002682948782e-05,-2.8753244631577796e-05
96.9,7.045298790215953e-05,-2.8321589897352562e-05
96.92,7.135847386239511e-05,-2.7858686257563468e-05
96.94,7.186940695108904e-05,-2.7368043768807693e-05
96.96000000000001,7.200863966993623e-05,-2.6857756234077554e-05
96.98,7.176293489972898e-05,-2.6330914797268166e-05
97.0,7.115067015568176e-05,-2.5788475302597063e-05
97.02,7.018772621453435e-05,-2.5234217412625124e-05
97.04,6.888005422202618e-05,-2.467717967113502e-05
97.06,6.724276217111771e-05,-2.412035070156205e-05
97.08,6.52873262896749e-05,-2.356654593784226e-05
97.10000000000001,6.304487070811732e-05,-2.301951390008044e-05
97.12,6.0531871256240887e-05,-2.2484613493609907e-05
97.14,5.776588720914655e-05,-2.1963327203457386e-05
97.16,5.4775698464406473e-05,-2.145972933455135e-05
97.18,5.1572649961530655e-05,-2.0980260283798972e-05
97.2,4.818908015092901e-05,-2.052693089231143e-05
97.22,4.4645591137692355e-05,-2.0100446337011432e-05
97.24000000000001,4.0971154173731044e-05,-1.9706146865053465e-05
97.26,3.7191500905025185e-05,-1.9347006518035646e-05
97.28,3.3329548992275026e-05,-1.9022541298282237e-05
97.3,2.94153874612011e-05,-1.8737340494523924e-05
97.32000000000001,2.5471898078708277e-05,-1.8494217114203517e-05
97.34,2.1511418497550194e-05,-1.8292717467438363e-05
97.36,1.757379987886324e-05,-1.813340731453661e-05
97.38,1.3669728079937639e-05,-1.8017752633141147e-05
97.4,9.833077794690971e-06,-1.794513128817621e-05
97.42,6.074622816585943e-06,-1.7917654190964148e-05
97.44,2.4391561422134182e-06,-1.7933271289087548e-05
97.46000000000001,-1.0649145024571573e-06,-1.7991077248673398e-05
97.48,-4.4242862157053944e-06,-1.8091801530218066e-05
97.5,-7.6005793837988046e-06,-1.823042717425648e-05
97.52,-1.0605098529239981e-05,-1.8407158092712588e-05
97.54,-1.3406354229531582e-05,-1.862088031472626e-05
97.56,-1.5996054694043677e-05,-1.8869178027465008e-05
97.58,-1.8357759202885418e-05,-1.914937512097482e-05
97.60000000000001,-2.0480572089757915e-05,-1.9460343568140863e-05
97.62,-2.236039902445654e-05,-1.9796993737727484e-05
97.64,-2.3972137561181765e-05,-2.0155013407301984e-05
97.66,-2.5329491019379566e-05,-2.0534814761009837e-05
97.68,-2.6434056115988048e-05,-2.0932153091809678e-05
97.7,-2.7282595062134747e-05,-2.1342493237028376e-05
97.72,-2.7854421070533514e-05,-2.1765665696208416e-05
97.74000000000001,-2.8161881643689546e-05,-2.2196067358549825e-05
97.76,-2.82146697832645e-05,-2.2629547469926567e-05
97.78,-2.8005239373277006e-05,-2.3063696365806835e-05
97.8,-2.7542702962460236e-05,-2.3494945901749674e-05
97.82000000000001,-2.6844480452596262e-05,-2.3921050299770253e-05
97.84,-2.59167256104137e-05,-2.4337893895003842e-05
97.86,-2.475958346218596e-05,-2.4742477892189527e-05
97.88,-2.3393358092718724e-05,-2.5129792953624118e-05
97.9,-2.183202526234744e-05,-2.5498198566534247e-05
97.92,-2.0071785988859692e-05,-2.5847994736831925e-05
97.94,-1.8156824758434274e-05,-2.6174594830854688e-05
97.96000000000001,-1.6088415954731754e-05,-2.647470624860856e-05
97.98,-1.3874615225603245e-05,-2.6747824048308793e-05
98.0,-1.153420846487734e-05,-2.699170927033965e-05
98.02,-9.105771420709312e-06,-2.7205521109491083e-05
98.04,-6.593786137079671e-06,-2.738898798352844e-05
98.06,-4.0197231720588675e-06,-2.753741510327605e-05
98.08,-1.3996686329332847e-06,-2.7651567631188476e-05
98.10000000000001,1.2475776985737038e-06,-2.773174033339126e-05
98.12,3.913381302609609e-06,-2.7779519519852898e-05
98.14,6.5601273281415165e-06,-2.7793005472011797e-05
98.16,9.17790592276193e-06,-2.7772200297586843e-05
98.18,1.1760560233906232e-05,-2.7720935198395767e-05
98.2,1.4285181004551111e-05,-2.7638559947158202e-05
98.22,1.6719201819440788e-05,-2.7528095883148167e-05
98.24000000000001,1.9064575215231694e-05,-2.7389461989807323e-05
98.26,2.129488829310602e-05,-2.7225030329032977e-05
98.28,2.340844463601902e-05,-2.7037496778657028e-05
98.3,2.5395074275845182e-05,-2.683019507856946e-05
98.32000000000001,2.7234571957844317e-05,-2.6603172743989593e-05
98.34,2.8920316450662703e-05,-2.6359947566440443e-05
98.36,3.0440858652769865e-05,-2.6102170535612726e-05
98.38,3.177894073112877e-05,-2.5834789911301472e-05
98.4,3.294038032631886e-05,-2.5559495788774107e-05
98.42,3.3910622471547186e-05,-2.527879396140495e-05
98.44,3.468932455576207e-05,-2.4997268155208465e-05
98.46000000000001,3.527413656707724e-05,-2.4717517075026806e-05
98.48,3.567718454191463e-05,-2.4440365674778238e-05
98.5,3.58646839589452e-05,-2.4170495114507584e-05
98.52,3.586088881071421e-05,-2.390914371940232e-05
98.54,3.565011079443374e-05,-2.3662609863673273e-05
98.56,3.5238496258523435e-05,-2.3430790263169832e-05
98.58,3.464217676071832e-05,-2.321441516771376e-05
98.60000000000001,3.386861485254408e-05,-2.3018494233282073e-05
98.62,3.289549662013488e-05,-2.2843815502129873e-05
98.64,3.172953150917871e-05,-2.2691079614115586e-05
98.66,3.0401594521595873e-05,-2.2563896670374365e-05
98.68,2.88989578649286e-05,-2.246232797029612e-05
98.7,2.723138242191791e-05,-2.238864804727118e-05
98.72,2.5423472438456652e-05,-2.2341814249982362e-05
98.74000000000001,2.3479818697156408e-05,-2.2322341071966406e-05
98.76,2.1397818961146293e-05,-2.233376273688234e-05
98.78,1.9187725554224473e-05,-2.237214829832808e-05
98.8,1.6869830565177768e-05,-2.2440728412170223e-05
98.82000000000001,1.4444756140976697e-05,-2.2535417736322476e-05
98.84,1.1918516990607588e-05,-2.2656986557140402e-05
98.86,9.345006725851556e-06,-2.2802853259937287e-05
98.88,6.704092349131584e-06,-2.297766458678177e-05
98.9,3.998359919591233e-06,-2.317516430124546e-05
98.92,1.2720043968099957e-06,-2.33955451560851e-05
98.94,-1.4807756742162788e-06,-2.36365108171931e-05
98.96000000000001,-4.259352639236642e-06,-2.3896749442151238e-05
98.98,-7.031754292250377e-06,-2.417102116275228e-05
99.0,-9.78134065734964e-06,-2.4460550934680417e-05
99.02,-1.2512692383184178e-05,-2.476175444106225e-05
99.04,-1.5201106994195204e-05,-2.506969741399909e-05
99.06,-1.7848651437270584e-05,-2.5382903479882497e-05
99.08,-2.0433168437440162e-05,-2.5697774107798304e-05
99.10000000000001,-2.2927889654352075e-05,-2.6013381359885755e-05
99.12,-2.5333321764615917e-05,-2.6324383301911316e-05
99.14,-2.7644801111650255e-05,-2.6630555444943702e-05
99.16,-2.9851233784653294e-05,-2.6923942669375908e-05
99.18,-3.1929473455449784e-05,-2.7202637506259664e-05
99.2,-3.388463948403241e-05,-2.7465926578632704e-05
99.22,-3.5700489407175105e-05,-2.7709321866530694e-05
99.24000000000001,-3.737422829727477e-05,-2.792880822767672e-05
99.26,-3.890241276943781e-05,-2.8122604142223047e-05
99.28,-4.027464714973922e-05,-2.8289744071667185e-05
99.3,-4.147530530085967e-05,-2.8426153265600862e-05
99.32000000000001,-4.249904645255888e-05,-2.852882838509626e-05
99.34,-4.335175624634211e-05,-2.85954031501969e-05
99.36,-4.403493062467733e-05,-2.862406181502165e-05
99.38,-4.4552397207947214e-05,-2.861582871143848e-05
99.4,-4.487934818433805e-05,-2.8567250653120973e-05
99.42,-4.5034136397774066e-05,-2.8478038522352575e-05
99.44,-4.5005097646138456e-05,-2.834562970601884e-05
99.46000000000001,-4.479745650093948e-05,-2.8170044110899107e-05
99.48,-4.4406799831828774e-05,-2.7952554096461242e-05
99.5,-4.382945608150717e-05,-2.7689656250365395e-05
99.52,-4.3083907937306854e-05,-2.7383170196181057e-05
99.54,-4.216107004051211e-05,-2.7033167133126854e-05
99.56,-4.1076818374246236e-05,-2.6638762949145164e-05
99.58,-3.983738405321278e-05,-2.6203468891300854e-05
99.60000000000001,-3.845656924855813e-05,-2.572970932281786e-05
99.62,-3.690772044588443e-05,-2.5214426780379923e-05
99.64,-3.523383801681293e-05,-2.4660965213572518e-05
99.66,-3.342963299991218e-05,-2.4072273252360635e-05
99.68,-3.149685971064565e-05,-2.34471346182067e-05
99.7,-2.9465512213675673e-05,-2.278755928097926e-05
99.72,-2.7330149925509996e-05,-2.2099370137952728e-05
99.74000000000001,-2.510277263560953e-05,-2.138211251616954e-05
99.76,-2.2801084776216958e-05,-2.0638290755373907e-05
99.78,-2.0425672120075086e-05,-1.9871304363976554e-05
99.8,-1.7996247415569862e-05,-1.9086425497107478e-05
99.82000000000001,-1.5515172348339447e-05,-1.8284270790091274e-05
99.84,-1.2994337584938485e-05,-1.7466800274032157e-05
99.86,-1.0454116189816515e-05,-1.6637991110207952e-05
99.88,-7.917150385487956e-06,-1.580238509608247e-05
99.9,-5.374716441901496e-06,-1.4959276483698966e-05
99.92,-2.839151107245098e-06,-1.4115757495052157e-05
99.94,-3.2957162033971713e-07,-1.3272600999267479e-05
99.96000000000001,2.1420673299460297e-06,-1.2432000578514562e-05
99.98,4.585375053191944e-06,-1.1596953242443133e-05
100.0,6.969940556611969e-06,-1.0772761300956816e-05
100.02,9.293269392116578e-06,-9.960156931995769e-06
100.04,1.1552103126308597e-05,-9.162132300826864e-06
100.06,1.371575464967949e-05,-8.381847254541739e-06
100.08,1.5805864698097618e-05,-7.621386309437876e-06
100.10000000000001,1.7793096853002646e-05,-6.8823132955895635e-06
100.12,1.9678408804286142e-05,-6.167888264853342e-06
100.14,2.1452130038278415e-05,-5.47999898155844e-06
100.16,2.3125946967531835e-05,-4.818052226606387e-06
100.18,2.4677994333263805e-05,-4.18582159139557e-06
100.2,2.6107843553051323e-05,-3.584714776265759e-06
100.22,2.7431493659908215e-05,-3.0149571808970816e-06
100.24000000000001,2.861322228568671e-05,-2.47939899782413e-06
100.26,2.968061131251171e-05,-1.9786455751026187e-06
100.28,3.06228724271646e-05,-1.51387281624033e-06
100.3,3.144285252653193e-05,-1.0828947508239022e-06
100.32000000000001,3.2110718401467705e-05,-6.873206279359385e-07
100.34,3.266002163341278e-05,-3.2897996517636095e-07
100.36,3.3108812526300036e-05,-7.989830071526347e-09
100.38,3.3430573077879087e-05,2.7830894619760474e-07
100.4,3.364541678826703e-05,5.302470388736249e-07
100.42,3.375364126243937e-05,7.472578274658059e-07
100.44,3.377231205655912e-05,9.29435716278852e-07
100.46000000000001,3.368755884311432e-05,1.0759155028012202e-06
100.48,3.35328358929246e-05,1.189035373564962e-06
100.5,3.329831629996281e-05,1.2709541228478503e-06
100.52,3.300653245342776e-05,1.3207139535524599e-06
100.54,3.2653147413265446e-05,1.33986598049776e-06
100.56,3.22497068669839e-05,1.3310829170530861e-06
100.58,3.1806773978683614e-05,1.2928731615368362e-06
100.60000000000001,3.133471821755095e-05,1.2287282642352422e-06
100.62,3.0849396337385385e-05,1.1363696034397492e-06
100.64,3.0363667069961227e-05,1.0212827863068405e-06
100.66,2.9882900747406265e-05,8.824201238975776e-07
100.68,2.9409618001452624e-05,7.214877325126444e-07
100.7,2.8964880042380907e-05,5.416470923506714e-07
100.72,2.8539667766051776e-05,3.43093200469607e-07
100.74000000000001,2.8151832959478453e-05,1.276832545775097e-07
100.76,2.7808128006563945e-05,-1.0312664274035994e-07
100.78,2.7511957944280786e-05,-3.4847381216662875e-07
100.8,2.7262398225431632e-05,-6.044701945202112e-07
100.82000000000001,2.7072996790578132e-05,-8.70004357346479e-07
100.84,2.694856702797068e-05,-1.1447741178827537e-06
100.86,2.6898705956019912e-05,-1.4260985477870881e-06
100.88,2.6916344147323592e-05,-1.7114170355423657e-06
100.9,2.6998691435429008e-05,-1.9997588454784114e-06
100.92,2.714569567936112e-05,-2.2922155614617294e-06
100.94,2.7360192645752282e-05,-2.5842729614174496e-06
100.96000000000001,2.7638567896427694e-05,-2.8766778305077397e-06
100.98,2.797422848961449e-05,-3.1648153086554246e-06
101.0,2.83525670107788e-05,-3.4474654883989667e-06
101.02,2.8792259997517844e-05,-3.722934837642325e-06
101.04,2.9285174164075477e-05,-3.990983449392725e-06
101.06,2.9796567552249837e-05,-4.249744671511016e-06
101.08,3.0330762920747826e-05,-4.496424637187645e-06
101.10000000000001,3.089397206271966e-05,-4.730277923653335e-06
101.12,3.145887990907839e-05,-4.948678095324282e-06
101.14,3.201499456624001e-05,-5.15057404656058e-06
101.16,3.2558977901617995e-05,-5.332744774945773e-06
101.18,3.308434537612612e-05,-5.4957032928063485e-06
101.2,3.3589800056073786e-05,-5.638197465341025e-06
101.22,3.40470750381372e-05,-5.757628351563694e-06
101.24000000000001,3.4443714285129696e-05,-5.852396217053124e-06
101.26,3.478386596174213e-05,-5.921023709690043e-06
101.28,3.50341330899683e-05,-5.963092311192923e-06
101.3,3.520627828009265e-05,-5.9750497656011736e-06
101.32000000000001,3.52999562551921e-05,-5.9569551149350536e-06
101.34,3.527005842025193e-05,-5.907579107284208e-06
101.36,3.5126832127146304e-05,-5.826214791419023e-06
101.38,3.4870385784674195e-05,-5.7113279976915995e-06
101.4,3.4475167705790035e-05,-5.560704547679641e-06
101.42,3.394991658637195e-05,-5.37348848644633e-06
101.44,3.3289957767603426e-05,-5.147824508819137e-06
101.46000000000001,3.2487283118469684e-05,-4.885971582885224e-06
101.48,3.1528514609624635e-05,-4.58349938141166e-06
101.5,3.040459356777382e-05,-4.2417866532604545e-06
101.52,2.9133690192874997e-05,-3.859110959902996e-06
101.54,2.7706567818324988e-05,-3.434926971012059e-06
101.56,2.615728249374068e-05,-2.9690272329242565e-06
101.58,2.445601333689812e-05,-2.463129649609366e-06
101.60000000000001,2.260422442167845e-05,-1.9131410085153764e-06
101.62,2.0622649167647507e-05,-1.3210425848163e-06
101.64,1.8527276976992212e-05,-6.880436886159074e-07
101.66,1.6313043989523834e-05,-1.3739370145487074e-08
101.68,1.3982911647037878e-05,7.018926930034937e-07
101.7,1.1558949292348837e-05,1.456111548222881e-06
101.72,9.050637374488322e-06,2.2478343846523984e-06
101.74000000000001,6.482835305917618e-06,3.079455109671927e-06
101.76,3.865541789237918e-06,3.946531698403817e-06
101.78,1.198650672719451e-06,4.850027675608728e-06
101.8,-1.4880809221079834e-06,5.786219608855713e-06
101.82000000000001,-4.180927551144789e-06,6.752376868363699e-06
101.84,-6.8499345147721306e-06,7.747797164063286e-06
101.86,-9.481276009474193e-06,8.77153173420914e-06
101.88,-1.2064850355947538e-05,9.820675674108532e-06
101.9,-1.4566674041999549e-05,1.088922980771113e-05
101.92,-1.6977048830544287e-05,1.1979239851691798e-05
101.94,-1.927105793681249e-05,1.3086553070729757e-05
101.96000000000001,-2.1424994255755116e-05,1.4206699588090941e-05
101.98,-2.3435838046616357e-05,1.5339016012433258e-05
102.0,-2.528426869294422e-05,1.647941184993492e-05
102.02,-2.694757922014015e-05,1.762269281678276e-05
102.04,-2.8411535100062624e-05,1.8767242392905178e-05
102.06,-2.967454348295836e-05,1.9910137460420963e-05
102.08,-3.0696966284258e-05,2.1048201701831892e-05
102.10000000000001,-3.148228952236948e-05,2.2177072029368718e-05
102.12,-3.201242061888559e-05,2.3295211760315893e-05
102.14,-3.2275157247314655e-05,2.4397505916029573e-05
102.16,-3.2281915753827726e-05,2.5478853030112464e-05
102.18,-3.2003326288377825e-05,2.653967916382756e-05
102.2,-3.1444458798325604e-05,2.7574624720382227e-05
102.22,-3.060576224182224e-05,2.858001623955593e-05
102.24000000000001,-2.948773206401018e-05,2.9553924242947048e-05
102.26,-2.8086946007199736e-05,3.049599428279739e-05
102.28,-2.6404579350842508e-05,3.1399764934568875e-05
102.3,-2.4452911149502102e-05,3.2263020261262116e-05
102.32000000000001,-2.224154898499675e-05,3.308505518417277e-05
102.34,-1.977913308085027e-05,3.3861589938875514e-05
102.36,-1.707648059532842e-05,3.459190555000033e-05
102.38,-1.4128617795290136e-05,3.527286142426628e-05
102.4,-1.096650180066258e-05,3.5904118433702326e-05
102.42,-7.615134941245889e-06,3.648321779753979e-05
102.44,-4.0745908183485205e-06,3.7008475681054945e-05
102.46000000000001,-3.7037973515859226e-07,3.747955533519539e-05
102.48,3.4863955167800416e-06,3.789645514320365e-05
102.5,7.4536178106076175e-06,3.825534952527959e-05
102.52,1.152467064735959e-05,3.8558006373024523e-05
102.54,1.566101328590725e-05,3.880491385495807e-05
102.56,1.9841532981974143e-05,3.899340026381313e-05
102.58,2.4062098250403924e-05,3.9127401626737964e-05
102.60000000000001,2.8278204860714732e-05,3.920796739985113e-05
102.62,3.2462962958914934e-05,3.923280704318878e-05
102.64,3.6596589583734536e-05,3.920612760845794e-05
102.66,4.065696321304932e-05,3.9126842379475085e-05
102.68,4.462110633354193e-05,3.8997753908356865e-05
102.7,4.846349902346087e-05,3.881994361792015e-05
102.72,5.216078077514791e-05,3.8594553742933855e-05
102.74000000000001,5.568547400245653e-05,3.832491911796997e-05
102.76,5.902284838558363e-05,3.801236197015203e-05
102.78,6.215146832394512e-05,3.7660164420359254e-05
102.8,6.505257743140883e-05,3.727099717352317e-05
102.82000000000001,6.771147520679133e-05,3.6846574644571584e-05
102.84,7.010329188197762e-05,3.6386503811350955e-05
102.86,7.222612947871513e-05,3.589607351238639e-05
102.88,7.40868722927432e-05,3.537767640431288e-05
102.9,7.563906897011135e-05,3.483150112918744e-05
102.92,7.688618802695289e-05,3.426184429076074e-05
102.94,7.782888496655312e-05,3.367174292267398e-05
102.96000000000001,7.845495718073188e-05,3.306190479222483e-05
102.98,7.8771860909023e-05,3.243601508830124e-05
103.0,7.878646899070195e-05,3.17973192183442e-05
103.02,7.84697903783736e-05,3.114600261592606e-05
103.04,7.7865293529113e-05,3.0484650283820723e-05
103.06,7.696527324922969e-05,2.9816770093158446e-05
103.08,7.577454376768988e-05,2.9141119774126558e-05
103.10000000000001,7.429569022383617e-05,2.8462628671310667e-05
103.12,7.255223314014671e-05,2.7781685010230126e-05
103.14,7.056065695085773e-05,2.7098005260167766e-05
103.16,6.83250593722973e-05,2.6415245035866283e-05
103.18,6.585193690713123e-05,2.5734129997900063e-05
103.2,6.317499029176153e-05,2.5057283887577062e-05
103.22,6.0303269543831606e-05,2.438399397327846e-05
103.24000000000001,5.726037793069766e-05,2.371699531549028e-05
103.26,5.407228470087947e-05,2.3054211946670917e-05
103.28,5.073803465338139e-05,2.2399216873361317e-05
103.3,4.729191244910001e-05,2.1752325939976185e-05
103.32000000000001,4.37602370959114e-05,2.111342640443376e-05
103.34,4.0145236210840414e-05,2.0483511723868944e-05
103.36,3.647810836913183e-05,1.9863577133607804e-05
103.38,3.27802272898942e-05,1.9253050576621237e-05
103.4,2.9084115908849326e-05,1.865219255027912e-05
103.42,2.5398333954043482e-05,1.8062105436116385e-05
103.44,2.174030389490236e-05,1.7483021752228316e-05
103.46000000000001,1.813771743052698e-05,1.6913911985619763e-05
103.48,1.459081480899935e-05,1.635457714002428e-05
103.5,1.1133489824232036e-05,1.5807758297793345e-05
103.52,7.781098601905223e-06,1.5271490794928512e-05
103.54,4.541123169846963e-06,1.4745187699809409e-05
103.56,1.4253293905304364e-06,1.422906454781396e-05
103.58,-1.5380071405925533e-06,1.3724829425440703e-05
103.60000000000001,-4.34640592168758e-06,1.3232279693299745e-05
103.62,-7.004875063984545e-06,1.27524747069467e-05
103.64,-9.462929320850595e-06,1.2285321432324515e-05
103.66,-1.175282672476648e-05,1.1830866709698866e-05
103.68,-1.3860465527725766e-05,1.1390744076053736e-05
103.7,-1.5759381029332526e-05,1.0965736578115193e-05
103.72,-1.7461858986840148e-05,1.0555622490368106e-05
103.74000000000001,-1.897503978953995e-05,1.0161274609899137e-05
103.76,-2.028610200806356e-05,9.78453023520491e-06
103.78,-2.140933915148758e-05,9.42448327975062e-06
103.8,-2.2348212196807804e-05,9.084088152393848e-06
103.82000000000001,-2.3095298096833935e-05,8.763358602192189e-06
103.84,-2.3659113415262884e-05,8.466928157835733e-06
103.86,-2.4051305879293408e-05,8.193010354146557e-06
103.88,-2.4272070316150994e-05,7.942416932703863e-06
103.9,-2.4335790466655124e-05,7.717243778119833e-06
103.92,-2.424757635167232e-05,7.5201156078888905e-06
103.94,-2.400762787738746e-05,7.3478716037091775e-06
103.96000000000001,-2.3643354754615675e-05,7.208755066162856e-06
103.98,-2.316063809580241e-05,7.1009205413287165e-06
104.0,-2.2553985373507252e-05,7.023770266155612e-06
104.02,-2.185788971427236e-05,6.980223550899296e-06
104.04,-2.108084179984384e-05,6.970902374926383e-06
104.06,-2.0219492798735027e-05,6.99534613085471e-06
104.08,-1.9273502582286477e-05,7.056649180356167e-06
104.10000000000001,-1.8291764069924675e-05,7.157610046753732e-06
104.12,-1.7242403142886758e-05,7.295601764061409e-06
104.14,-1.6150567008816587e-05,7.4722050206929875e-06
104.16,-1.5041365277078798e-05,7.687372701062305e-06
104.18,-1.3900546862716107e-05,7.942490536635767e-06
104.2,-1.273988246148117e-05,8.236601495181261e-06
104.22,-1.1582288875611239e-05,8.570496870046036e-06
104.24000000000001,-1.0410001420162057e-05,8.943915483179762e-06
104.26,-9.236171526594234e-06,9.354973352323889e-06
104.28,-8.079350065572408e-06,9.801566510764802e-06
104.3,-6.922678998580654e-06,1.0284477366229186e-05
104.32000000000001,-5.7818271732956565e-06,1.0803654560292925e-05
104.34,-4.663172056474197e-06,1.1355697020903002e-05
104.36,-3.5592488176667717e-06,1.1941348646282009e-05
104.38,-2.482932718579385e-06,1.2557171945278198e-05
104.4,-1.4240241978211644e-06,1.3199889398400106e-05
104.42,-3.9308047098163515e-07,1.3870868177943755e-05
104.44,6.271199510797858e-07,1.4568135414887081e-05
104.46000000000001,1.6235674414941539e-06,1.528451908970781e-05
104.48,2.6123402926828343e-06,1.6020236589369114e-05
104.5,3.562149618248608e-06,1.6769668628434224e-05
104.52,4.4998714769415264e-06,1.7530170805037265e-05
104.54,5.424218156814446e-06,1.8298534742110784e-05
104.56,6.331761752216553e-06,1.907289423086383e-05
104.58,7.226509481940609e-06,1.9847196822821657e-05
104.60000000000001,8.10552180630308e-06,2.0621711373730014e-05
104.62,8.994857050423793e-06,2.1388627380219762e-05
104.64,9.884320258829407e-06,2.214725874818842e-05
