Time (s),HbO_avg,HbR_avg,Stim?
5.38,-1.980743069426813e-06,1.5375829404463357e-05,1
5.4,-1.7186090954339845e-06,1.5193872195751681e-05,1
5.42,-1.4203959379038078e-06,1.5008983473686559e-05,1
5.44,-1.0852161750735615e-06,1.4823939718266377e-05,1
5.46,-7.119483658920577e-07,1.4640682329103626e-05,1
5.48,-2.9620440131818115e-07,1.4460161619470926e-05,1
5.5,1.6716778878047511e-07,1.428392361034206e-05,1
5.5200000000000005,6.792760398674232e-07,1.4114511400565847e-05,1
5.54,1.2370949176380492e-06,1.395409894079117e-05,1
5.5600000000000005,1.8382660583759701e-06,1.3804064563937691e-05,1
5.58,2.483007308789335e-06,1.366583093525862e-05,1
5.6000000000000005,3.171675254966811e-06,1.354105899392143e-05,1
5.62,3.902774992726181e-06,1.3430715416092668e-05,1
5.64,4.673874885332944e-06,1.3335285298740607e-05,1
5.66,5.482588560139792e-06,1.3256087416924329e-05,1
5.68,6.32540601757025e-06,1.3195067037854392e-05,1
5.7,7.1982337902463866e-06,1.3152959456720821e-05,1
5.72,8.098113379670835e-06,1.312907247935493e-05,1
5.74,9.021667481115805e-06,1.312324874422154e-05,1
5.76,9.964184203592553e-06,1.3136770092251131e-05,1
5.78,1.0921330005316338e-05,1.3170458492277992e-05,1
5.8,1.189098313579517e-05,1.3222825920290462e-05,1
5.82,1.2869892083945038e-05,1.3291202428860972e-05,1
5.84,1.3851427549585412e-05,1.3374368920387818e-05,1
5.86,1.48289910952255e-05,1.3473256879983715e-05,1
5.88,1.5798258626277404e-05,1.3588639020881204e-05,1
5.9,1.6755259172729256e-05,1.3719009933801395e-05,1
5.92,1.7693784319056765e-05,1.386135199067328e-05,1
5.94,1.8607610347554188e-05,1.4013454527975597e-05,1
5.96,1.9491039374380743e-05,1.4174546661557398e-05,1
5.98,2.0338345143715675e-05,1.434365706682342e-05,1
6.0,2.1144662803820894e-05,1.4518512888881972e-05,1
6.0200000000000005,2.190730142721891e-05,1.4696434552417328e-05,1
6.04,2.2624416957424322e-05,1.4875439162782648e-05,1
6.0600000000000005,2.329240876031891e-05,1.5053923774952982e-05,1
6.08,2.3905828527211383e-05,1.5229815539028158e-05,1
6.1000000000000005,2.4460143402768782e-05,1.5400504804105846e-05,1
6.12,2.4953182825556116e-05,1.5563431460443775e-05,1
6.140000000000001,2.538375883492248e-05,1.5716509309424797e-05,1
6.16,2.575087886641177e-05,1.5858023596359383e-05,1
6.18,2.6055166575517964e-05,1.598622558008812e-05,1
6.2,2.6295369287944918e-05,1.6098892122013687e-05,1
6.22,2.646698087239718e-05,1.6193391027393806e-05,1
6.24,2.6568445258724653e-05,1.626752609737015e-05,1
6.26,2.660384895052401e-05,1.632022322859943e-05,1
6.28,2.657815452715855e-05,1.6351031800006977e-05,1
6.3,2.6491527521008413e-05,1.635903939121991e-05,1
6.32,2.634276614641708e-05,1.6342534449679462e-05,1
6.34,2.613555081927135e-05,1.6299764004086776e-05,1
6.36,2.587507081268947e-05,1.6229808854559994e-05,1
6.38,2.5565772558700247e-05,1.6132605091903945e-05,1
6.4,2.520865174959607e-05,1.6008258207200135e-05,1
6.42,2.480621622713612e-05,1.5856662153148144e-05,1
6.44,2.4364913062788204e-05,1.5677767630650155e-05,1
6.46,2.3889280446205095e-05,1.5471836360013514e-05,1
6.48,2.338437257922188e-05,1.5239489734023794e-05,1
6.5,2.2852800924928092e-05,1.4981630794813115e-05,1
6.5200000000000005,2.2295783472608302e-05,1.4699169814022283e-05,1
6.54,2.17178646804199e-05,1.43926778564629e-05,1
6.5600000000000005,2.1126285561849822e-05,1.4062524177389387e-05,1
6.58,2.0527962384416877e-05,1.3710020377583895e-05,1
6.6000000000000005,1.9926463736085047e-05,1.3338025196553262e-05,1
6.62,1.9323957774019536e-05,1.2949475831390556e-05,1
6.640000000000001,1.872404889350756e-05,1.25456311983192e-05,1
6.66,1.8130316524301565e-05,1.2126653804509137e-05,1
6.68,1.7544484840464563e-05,1.169393096696883e-05,1
6.7,1.6969677870110172e-05,1.1250787533669526e-05,1
6.72,1.6411884682137392e-05,1.0800680869459796e-05,1
6.74,1.587555904073462e-05,1.0345756995914043e-05,1
6.76,1.535937545266114e-05,9.887344083171391e-06,1
6.78,1.4861121629773336e-05,9.427004557119316e-06,1
6.8,1.438432851036281e-05,8.966764941298892e-06,1
6.82,1.393489982931486e-05,8.508921756075876e-06,1
6.84,1.3514476541465312e-05,8.056061957226762e-06,1
6.86,1.3117350339960689e-05,7.610851304045962e-06,1
6.88,1.2738607574296557e-05,7.175359466692026e-06,1
6.9,1.2378846433532884e-05,6.75067498663348e-06,1
6.92,1.2040055436167526e-05,6.337605303373249e-06,1
6.94,1.1722049188155807e-05,5.937745565191211e-06,1
6.96,1.1421455669786843e-05,5.5531996624964e-06,1
6.98,1.1134664532420718e-05,5.18539753120356e-06,1
7.0,1.0858220196868562e-05,4.834728908214418e-06,1
7.0200000000000005,1.058866554947464e-05,4.501482508506689e-06,1
7.04,1.0324269596233953e-05,4.186581280330415e-06,1
7.0600000000000005,1.0063296329764483e-05,3.890963148646165e-06,1
7.08,9.803867367396508e-06,3.614797943529811e-06,1
7.1000000000000005,9.542861624725377e-06,3.357725610677596e-06,1
7.12,9.274889154253565e-06,3.1194290018428188e-06,1
7.140000000000001,8.995971982172138e-06,2.8996369779591275e-06,1
7.16,8.7029348408186e-06,2.6980053867521577e-06,1
7.18,8.39147467573133e-06,2.514349488021332e-06,1
7.2,8.057052577559085e-06,2.348439268652034e-06,1
7.22,7.698418381390127e-06,2.1991180297930807e-06,1
7.24,7.316993289359188e-06,2.0641639571518185e-06,1
7.26,6.9118885741687045e-06,1.941531396464866e-06,1
7.28,6.4772901467920404e-06,1.8303326455532686e-06,1
7.3,6.006082840410162e-06,1.7301284813542809e-06,1
7.32,5.497711917924515e-06,1.6395854984129024e-06,1
7.34,4.955817629371696e-06,1.5563693821321843e-06,1
7.36,4.381989463920182e-06,1.4782957291486585e-06,1
7.38,3.7739596171809395e-06,1.4038930024669037e-06,1
7.4,3.1288267227016607e-06,1.3316675635122767e-06,1
7.42,2.4467915910960244e-06,1.2594426779680632e-06,1
7.44,1.7301731425097816e-06,1.1847995408822326e-06,1
7.46,9.818269648799472e-07,1.1057692036256317e-06,1
7.48,2.0391936874232212e-07,1.020671370230983e-06,1
7.5,-6.024709127126856e-07,9.275544398780854e-07,1
7.5200000000000005,-1.4362761122424156e-06,8.242845620489219e-07,1
7.54,-2.2945771147093077e-06,7.092393519083012e-07,1
7.5600000000000005,-3.1728827147176e-06,5.815375052106478e-07,1
7.58,-4.066643586073103e-06,4.403586726910824e-07,1
7.6000000000000005,-4.972183507590229e-06,2.843701162954072e-07,1
7.62,-5.886715875026538e-06,1.1194736069510128e-07,1
7.640000000000001,-6.808159885118907e-06,-7.806259840045918e-08,1
7.66,-7.734197308838946e-06,-2.8609671813159023e-07,1
7.68,-8.659632625933806e-06,-5.123428041949785e-07,1
7.7,-9.57626438095157e-06,-7.573809228955675e-07,1
7.72,-1.0476384868860773e-05,-1.0222439041276258e-06,1
7.74,-1.1357033129019986e-05,-1.3076175228739498e-06,1
7.76,-1.2219419211276111e-05,-1.6131747224385416e-06,1
7.78,-1.3060723553744179e-05,-1.9377413236840487e-06,1
7.8,-1.3873341156746988e-05,-2.2800563635328106e-06,1
7.82,-1.4650940728090907e-05,-2.6395008680875566e-06,1
7.84,-1.539109768775516e-05,-3.016221687861526e-06,1
7.86,-1.6092007368077307e-05,-3.4103724416475375e-06,1
7.88,-1.675027073534462e-05,-3.8210122323976776e-06,1
7.9,-1.7363477791435017e-05,-4.245798817758045e-06,1
7.92,-1.7930917461114987e-05,-4.682177904754964e-06,1
7.94,-1.8450872610971404e-05,-5.129094019796874e-06,1
7.96,-1.8918819208527454e-05,-5.585916993534399e-06,1
7.98,-1.933061758555932e-05,-6.050535851048799e-06,1
8.0,-1.9686031709292053e-05,-6.51978739471488e-06,1
8.02,-1.9986993391569594e-05,-6.992175309264063e-06,1
8.040000000000001,-2.0234200387889482e-05,-7.467358283140989e-06,1
8.06,-2.0428858633629144e-05,-7.94353498675109e-06,1
8.08,-2.05713674243845e-05,-8.418809438058443e-06,1
8.1,-2.0665374785799434e-05,-8.891039705884902e-06,1
8.120000000000001,-2.071133977727664e-05,-9.35853735898657e-06,1
8.14,-2.0707320407802287e-05,-9.82017029542951e-06,1
8.16,-2.0653225946731604e-05,-1.0273995265968505e-05,1
8.18,-2.055528168728961e-05,-1.0717824836212017e-05,1
8.2,-2.042190133355689e-05,-1.1150203350336878e-05,1
8.22,-2.0256548184391273e-05,-1.1570791582803501e-05,1
8.24,-2.005964456498168e-05,-1.1978684811586621e-05,1
8.26,-1.9833356713173968e-05,-1.2372130346371078e-05,1
8.28,-1.9583340458191972e-05,-1.2749227141452066e-05,1
8.3,-1.9316114138473957e-05,-1.31093904368818e-05,1
8.32,-1.9034030001056782e-05,-1.3452616994008728e-05,1
8.34,-1.8737695062040584e-05,-1.3778652180723223e-05,1
8.36,-1.843064518784385e-05,-1.4086474401641628e-05,1
8.38,-1.812117077785573e-05,-1.4375589560198823e-05,1
8.4,-1.781666393390049e-05,-1.464637015922876e-05,1
8.42,-1.751906547713115e-05,-1.489966207749337e-05,1
8.44,-1.72279386456696e-05,-1.513540749834795e-05,1
8.46,-1.6945860397467067e-05,-1.53532381604882e-05,1
8.48,-1.6680402340857604e-05,-1.555321838380316e-05,1
8.5,-1.6434696008359547e-05,-1.57371838035121e-05,1
8.52,-1.620844595056735e-05,-1.5904721342546505e-05,1
8.540000000000001,-1.600046141285964e-05,-1.6055572218074994e-05,1
8.56,-1.581131761721424e-05,-1.6191347528704193e-05,1
8.58,-1.5645449716984928e-05,-1.6314346257791306e-05,1
8.6,-1.5507417873033047e-05,-1.6424852494726887e-05,1
8.620000000000001,-1.5398157843860138e-05,-1.6522696005838353e-05,1
8.64,-1.5315287256736672e-05,-1.6608939310085185e-05,1
8.66,-1.5258117119216857e-05,-1.6686059432372268e-05,1
8.68,-1.5227031876467035e-05,-1.6755469418957886e-05,1
8.700000000000001,-1.5219657386541e-05,-1.6817476527329662e-05,1
8.72,-1.523115164112781e-05,-1.6871705744381773e-05,1
8.74,-1.525960167485376e-05,-1.6918714354232048e-05,1
8.76,-1.5307283992084783e-05,-1.695928327279493e-05,1
8.78,-1.5373319141475654e-05,-1.699491819791741e-05,1
8.8,-1.544824285413336e-05,-1.7027007135363225e-05,1
8.82,-1.5523600892405224e-05,-1.7056466444582687e-05,1
8.84,-1.5596775707645034e-05,-1.7082442192696396e-05,1
8.86,-1.567072364505824e-05,-1.7104139871274994e-05,1
8.88,-1.574393142757162e-05,-1.7121822056433017e-05,1
8.9,-1.5808286615295647e-05,-1.7137101467536015e-05,1
8.92,-1.5853709540865006e-05,-1.715018533331936e-05,1
8.94,-1.5873660925060624e-05,-1.7159837636738027e-05,1
8.96,-1.5867008226960443e-05,-1.7164354039262202e-05,1
8.98,-1.5833666177927176e-05,-1.7163446618663532e-05,1
9.0,-1.5769091791505502e-05,-1.7156766167502343e-05,1
9.02,-1.566590078188441e-05,-1.7143498660572634e-05,1
9.040000000000001,-1.5517039274121414e-05,-1.712213490297777e-05,1
9.06,-1.531936452164987e-05,-1.7091858028189206e-05,1
9.08,-1.5070926183004366e-05,-1.70515457846335e-05,1
9.1,-1.476931470346587e-05,-1.6999850665548677e-05,1
9.120000000000001,-1.4412101043895143e-05,-1.693497406938434e-05,1
9.14,-1.3998458753972839e-05,-1.6855952718987195e-05,1
9.16,-1.352619766416227e-05,-1.6761594563388816e-05,1
